,filename,x_ct,y_ct,z_ct,x_modified,y_modified,z_modified,case_number,part
73,regenerated_new/9/H/case-100245_jcl.png,279.5,-22.8584,268.248,570.5,351.3584,328.5,case-100245,upper
74,regenerated_new/10/H/case-100245_jcl.png,284.5,-126.858,268.248,575.5,455.358,328.5,case-100245,upper
75,regenerated_new/11/H/case-100245_jcl.png,282.5,71.1416,268.248,573.5,257.3584,328.5,case-100245,upper
76,regenerated_new/1/H/case-100247_jcl.png,-171.5,-18.5605,183.731,113.5,243.5605,225.0,case-100247,upper
77,regenerated_new/2/H/case-100247_jcl.png,1.5,-149.561,183.731,286.5,374.561,225.0,case-100247,upper
78,regenerated_new/3/H/case-100247_jcl.png,-41.5,121.439,183.731,243.5,103.561005,225.0,case-100247,upper
79,regenerated_new/4/H/case-100247_jcl.png,21.5,-126.561,183.731,306.5,351.561,225.0,case-100247,upper
80,regenerated_new/5/H/case-100247_jcl.png,-27.5,100.439,183.731,257.5,124.561005,225.0,case-100247,upper
81,regenerated_new/16/H/case-100247_jcl_NONE.png,-8.5,-13.5605,183.731,276.5,238.5605,225.0,case-100247,upper
82,regenerated_new/17/H/case-100247_jcl_NONE.png,86.5,1.43945,183.731,371.5,223.56055,225.0,case-100247,upper
83,regenerated_new/14/H/case-100247_jcl.png,249.5,27.4395,183.731,534.5,197.5605,225.0,case-100247,upper
84,regenerated_new/15/H/case-100247_jcl_NONE.png,278.5,16.4395,183.731,563.5,208.5605,225.0,case-100247,upper
85,regenerated_new/16/H/case-100247_jcl_NONE.png,275.5,-53.5605,183.731,560.5,278.5605,225.0,case-100247,upper
86,regenerated_new/17/H/case-100247_jcl_NONE.png,278.5,91.4395,183.731,563.5,133.5605,225.0,case-100247,upper
87,regenerated_new/1/H/case-100254_jcl.png,-154.0,101.645,269.473,120.5,228.35501,330.0,case-100254,upper
88,regenerated_new/2/H/case-100254_jcl.png,-60.0,-77.3555,269.473,214.5,407.3555,330.0,case-100254,upper
89,regenerated_new/3/H/case-100254_jcl.png,-27.0,233.645,269.473,247.5,96.354996,330.0,case-100254,upper
90,regenerated_new/4/H/case-100254_jcl.png,-25.0,-61.3555,269.473,249.5,391.3555,330.0,case-100254,upper
91,regenerated_new/5/H/case-100254_jcl.png,-11.0,212.645,269.473,263.5,117.354996,330.0,case-100254,upper
92,regenerated_new/16/H/case-100254_jcl_NONE.png,-9.0,71.6445,269.473,265.5,258.3555,330.0,case-100254,upper
93,regenerated_new/17/H/case-100254_jcl_NONE.png,64.0,51.6445,269.473,338.5,278.3555,330.0,case-100254,upper
94,regenerated_new/14/H/case-100254_jcl.png,189.0,26.6445,269.473,463.5,303.3555,330.0,case-100254,upper
95,regenerated_new/15/H/case-100254_jcl_NONE.png,265.0,-1.35547,269.473,539.5,331.35547,330.0,case-100254,upper
96,regenerated_new/16/H/case-100254_jcl_NONE.png,266.0,-50.3555,269.473,540.5,380.3555,330.0,case-100254,upper
97,regenerated_new/17/H/case-100254_jcl_NONE.png,270.0,125.645,269.473,544.5,204.35501,330.0,case-100254,upper
98,regenerated_new/1/H/case-100065_NC.png,-279.5,-32.502,208.229,74.5,287.502,255.0,case-100065,upper
99,regenerated_new/2/H/case-100065_NC.png,-53.5,-148.502,208.229,300.5,403.502,255.0,case-100065,upper
100,regenerated_new/3/H/case-100065_NC.png,-75.5,153.498,208.229,278.5,101.502,255.0,case-100065,upper
101,regenerated_new/4/H/case-100065_NC.png,-24.5,-119.502,208.229,329.5,374.502,255.0,case-100065,upper
102,regenerated_new/5/H/case-100065_NC.png,-63.5,118.498,208.229,290.5,136.502,255.0,case-100065,upper
103,regenerated_new/16/H/case-100065_NC_NONE.png,-64.5,-19.502,208.229,289.5,274.502,255.0,case-100065,upper
104,regenerated_new/17/H/case-100065_NC_NONE.png,-0.5,-11.502,208.229,353.5,266.502,255.0,case-100065,upper
105,regenerated_new/14/H/case-100065_NC.png,176.5,-6.50195,208.229,530.5,261.50195,255.0,case-100065,upper
106,regenerated_new/15/H/case-100065_jcl_NONE.png,346.5,1.49805,208.229,700.5,253.50195,255.0,case-100065,upper
107,regenerated_new/16/H/case-100065_NC_NONE.png,344.5,-134.502,208.229,698.5,389.502,255.0,case-100065,upper
108,regenerated_new/17/H/case-100065_NC_NONE.png,339.5,101.498,208.229,693.5,153.502,255.0,case-100065,upper
109,regenerated_new/1/H/case-100114_NC.png,-249.0,25.582,243.342,109.5,272.418,298.0,case-100114,upper
110,regenerated_new/2/H/case-100114_NC.png,-67.0,-131.418,243.342,291.5,429.418,298.0,case-100114,upper
111,regenerated_new/3/H/case-100114_NC.png,-40.0,191.582,243.342,318.5,106.418,298.0,case-100114,upper
112,regenerated_new/4/H/case-100114_NC.png,-41.0,-79.418,243.342,317.5,377.418,298.0,case-100114,upper
113,regenerated_new/5/H/case-100114_NC.png,-33.0,161.582,243.342,325.5,136.418,298.0,case-100114,upper
114,regenerated_new/16/H/case-100114_NC_NONE.png,-65.0,42.582,243.342,293.5,255.418,298.0,case-100114,upper
115,regenerated_new/17/H/case-100114_NC_NONE.png,-2.0,26.582,243.342,356.5,271.418,298.0,case-100114,upper
116,regenerated_new/14/H/case-100114_NC.png,183.0,21.582,243.342,541.5,276.418,298.0,case-100114,upper
117,regenerated_new/15/H/case-100114_NC_NONE.png,349.0,17.582,243.342,707.5,280.418,298.0,case-100114,upper
118,regenerated_new/16/H/case-100114_NC_NONE.png,353.0,-66.418,243.342,711.5,364.418,298.0,case-100114,upper
119,regenerated_new/17/H/case-100114_NC_NONE.png,349.0,89.582,243.342,707.5,208.418,298.0,case-100114,upper
120,regenerated_new/1/H/case-100129_NC.png,-192.0,-11.4141,244.975,85.5,311.4141,300.0,case-100129,upper
121,regenerated_new/2/H/case-100129_NC.png,-35.0,-137.414,244.975,242.5,437.414,300.0,case-100129,upper
122,regenerated_new/3/H/case-100129_NC.png,-28.0,156.586,244.975,249.5,143.414,300.0,case-100129,upper
123,regenerated_new/4/H/case-100129_NC.png,-15.0,-83.4141,244.975,262.5,383.4141,300.0,case-100129,upper
124,regenerated_new/5/H/case-100129_NC.png,-4.0,121.586,244.975,273.5,178.414,300.0,case-100129,upper
125,regenerated_new/16/H/case-100129_NC_NONE.png,-13.0,14.5859,244.975,264.5,285.4141,300.0,case-100129,upper
126,regenerated_new/17/H/case-100129_NC_NONE.png,23.0,27.5859,244.975,300.5,272.4141,300.0,case-100129,upper
127,regenerated_new/14/H/case-100129_NC.png,195.0,29.5859,244.975,472.5,270.4141,300.0,case-100129,upper
128,regenerated_new/15/H/case-100129_NC_NONE.png,268.0,47.5859,244.975,545.5,252.4141,300.0,case-100129,upper
129,regenerated_new/16/H/case-100129_NC_NONE.png,266.0,-73.4141,244.975,543.5,373.4141,300.0,case-100129,upper
130,regenerated_new/17/H/case-100129_NC_NONE.png,271.0,97.5859,244.975,548.5,202.4141,300.0,case-100129,upper
131,regenerated_new/1/H/case-100139_NC.png,-216.0,-12.4141,244.975,82.5,312.4141,300.0,case-100139,upper
132,regenerated_new/2/H/case-100139_NC.png,-43.0,-169.414,244.975,255.5,469.414,300.0,case-100139,upper
133,regenerated_new/3/H/case-100139_NC.png,-23.0,120.586,244.975,275.5,179.414,300.0,case-100139,upper
134,regenerated_new/4/H/case-100139_NC.png,-24.0,-128.414,244.975,274.5,428.414,300.0,case-100139,upper
135,regenerated_new/5/H/case-100139_NC.png,-37.0,90.5859,244.975,261.5,209.4141,300.0,case-100139,upper
136,regenerated_new/16/H/case-100139_NC_NONE.png,-46.0,1.58594,244.975,252.5,298.41406,300.0,case-100139,upper
137,regenerated_new/17/H/case-100139_NC_NONE.png,46.0,-15.4141,244.975,344.5,315.4141,300.0,case-100139,upper
138,regenerated_new/14/H/case-100139_NC.png,187.0,5.58594,244.975,485.5,294.41406,300.0,case-100139,upper
139,regenerated_new/15/H/case-100139_NC_NONE.png,293.0,14.5859,244.975,591.5,285.4141,300.0,case-100139,upper
140,regenerated_new/16/H/case-100139_NC_NONE.png,287.0,-86.4141,244.975,585.5,386.4141,300.0,case-100139,upper
141,regenerated_new/17/H/case-100139_NC_NONE.png,293.0,97.5859,244.975,591.5,202.4141,300.0,case-100139,upper
142,regenerated_new/1/H/case-100155_NC.png,-181.5,30.6836,285.804,100.5,319.3164,350.0,case-100155,upper
143,regenerated_new/2/H/case-100155_NC.png,-50.5,-175.316,285.804,231.5,525.316,350.0,case-100155,upper
144,regenerated_new/3/H/case-100155_NC.png,-18.5,179.684,285.804,263.5,170.316,350.0,case-100155,upper
145,regenerated_new/4/H/case-100155_NC.png,-34.5,-145.316,285.804,247.5,495.31598,350.0,case-100155,upper
146,regenerated_new/5/H/case-100155_NC.png,6.5,113.684,285.804,288.5,236.31601,350.0,case-100155,upper
147,regenerated_new/16/H/case-100155_NC_NONE.png,36.5,-2.31641,285.804,318.5,352.3164,350.0,case-100155,upper
148,regenerated_new/17/H/case-100155_NC_NONE.png,80.5,-11.3164,285.804,362.5,361.3164,350.0,case-100155,upper
149,regenerated_new/14/H/case-100155_NC.png,206.5,-28.3164,285.804,488.5,378.3164,350.0,case-100155,upper
150,regenerated_new/15/H/case-100155_NC_NONE.png,273.5,-10.3164,285.804,555.5,360.3164,350.0,case-100155,upper
151,regenerated_new/16/H/case-100155_NC_NONE.png,271.5,-138.316,285.804,553.5,488.31598,350.0,case-100155,upper
152,regenerated_new/17/H/case-100155_NC_NONE.png,272.5,118.684,285.804,554.5,231.31601,350.0,case-100155,upper
153,regenerated_new/1/H/case-100229_NC.png,-196.0,12.9775,199.655,78.5,231.5225,244.5,case-100229,upper
154,regenerated_new/2/H/case-100229_NC.png,-10.0,-138.022,199.655,264.5,382.522,244.5,case-100229,upper
155,regenerated_new/3/H/case-100229_NC.png,-11.0,137.978,199.655,263.5,106.522,244.5,case-100229,upper
156,regenerated_new/4/H/case-100229_NC.png,25.0,-109.022,199.655,299.5,353.522,244.5,case-100229,upper
157,regenerated_new/5/H/case-100229_NC.png,23.0,91.9775,199.655,297.5,152.52249,244.5,case-100229,upper
158,regenerated_new/16/H/case-100229_NC_NONE.png,-5.0,-4.02246,199.655,269.5,248.52246,244.5,case-100229,upper
159,regenerated_new/17/H/case-100229_NC_NONE.png,57.0,-10.0225,199.655,331.5,254.5225,244.5,case-100229,upper
160,regenerated_new/14/H/case-100229_NC.png,204.0,-4.02246,199.655,478.5,248.52246,244.5,case-100229,upper
161,regenerated_new/15/H/case-100229_NC_NONE.png,271.0,-1.02246,199.655,545.5,245.52246,244.5,case-100229,upper
162,regenerated_new/16/H/case-100229_NC_NONE.png,265.0,-101.022,199.655,539.5,345.522,244.5,case-100229,upper
163,regenerated_new/17/H/case-100229_NC_NONE.png,264.0,46.9775,199.655,538.5,197.52249,244.5,case-100229,upper
164,regenerated_new/1/H/case-100245_NC.png,-189.5,-16.8584,268.248,101.5,345.3584,328.5,case-100245,upper
165,regenerated_new/2/H/case-100245_NC.png,-17.5,-138.858,268.248,273.5,467.358,328.5,case-100245,upper
166,regenerated_new/3/H/case-100245_NC.png,-32.5,143.142,268.248,258.5,185.358,328.5,case-100245,upper
167,regenerated_new/4/H/case-100245_NC.png,6.5,-123.858,268.248,297.5,452.358,328.5,case-100245,upper
168,regenerated_new/5/H/case-100245_NC.png,0.5,104.142,268.248,291.5,224.358,328.5,case-100245,upper
169,regenerated_new/16/H/case-100245_NC_NONE.png,-19.5,-14.8584,268.248,271.5,343.3584,328.5,case-100245,upper
170,regenerated_new/17/H/case-100245_NC_NONE.png,9.5,-0.858398,268.248,300.5,329.3584,328.5,case-100245,upper
171,regenerated_new/14/H/case-100245_NC.png,187.5,-21.8584,268.248,478.5,350.3584,328.5,case-100245,upper
172,regenerated_new/15/H/case-100245_NC_NONE.png,283.5,-20.8584,268.248,574.5,349.3584,328.5,case-100245,upper
173,regenerated_new/16/H/case-100245_NC_NONE.png,282.5,-145.858,268.248,573.5,474.358,328.5,case-100245,upper
174,regenerated_new/17/H/case-100245_NC_NONE.png,284.5,99.1416,268.248,575.5,229.3584,328.5,case-100245,upper
175,regenerated_new/1/H/case-100247_NC.png,-209.5,-28.5605,183.731,75.5,253.5605,225.0,case-100247,upper
176,regenerated_new/2/H/case-100247_NC.png,9.5,-156.561,183.731,294.5,381.561,225.0,case-100247,upper
177,regenerated_new/3/H/case-100247_NC.png,-46.5,110.439,183.731,238.5,114.561005,225.0,case-100247,upper
178,regenerated_new/4/H/case-100247_NC.png,3.5,-112.561,183.731,288.5,337.561,225.0,case-100247,upper
179,regenerated_new/5/H/case-100247_NC.png,-34.5,98.4395,183.731,250.5,126.5605,225.0,case-100247,upper
180,regenerated_new/16/H/case-100247_NC_NONE.png,4.5,-15.5605,183.731,289.5,240.5605,225.0,case-100247,upper
181,regenerated_new/17/H/case-100247_NC_NONE.png,63.5,-6.56055,183.731,348.5,231.56055,225.0,case-100247,upper
182,regenerated_new/14/H/case-100247_NC.png,245.5,22.4395,183.731,530.5,202.5605,225.0,case-100247,upper
183,regenerated_new/15/H/case-100247_NC_NONE.png,273.5,25.4395,183.731,558.5,199.5605,225.0,case-100247,upper
184,regenerated_new/16/H/case-100247_NC_NONE.png,275.5,-55.5605,183.731,560.5,280.5605,225.0,case-100247,upper
185,regenerated_new/17/H/case-100247_NC_NONE.png,277.5,120.439,183.731,562.5,104.561005,225.0,case-100247,upper
186,regenerated_new/1/H/case-100254_NC.png,-185.0,92.6445,269.473,89.5,237.3555,330.0,case-100254,upper
187,regenerated_new/2/H/case-100254_NC.png,-16.0,-75.3555,269.473,258.5,405.3555,330.0,case-100254,upper
188,regenerated_new/3/H/case-100254_NC.png,-16.0,239.645,269.473,258.5,90.354996,330.0,case-100254,upper
189,regenerated_new/4/H/case-100254_NC.png,-51.0,-39.3555,269.473,223.5,369.3555,330.0,case-100254,upper
190,regenerated_new/5/H/case-100254_NC.png,-6.0,196.645,269.473,268.5,133.355,330.0,case-100254,upper
191,regenerated_new/16/H/case-100254_NC_NONE.png,-17.0,77.6445,269.473,257.5,252.3555,330.0,case-100254,upper
192,regenerated_new/17/H/case-100254_NC_NONE.png,59.0,55.6445,269.473,333.5,274.3555,330.0,case-100254,upper
193,regenerated_new/14/H/case-100254_NC.png,192.0,40.6445,269.473,466.5,289.3555,330.0,case-100254,upper
194,regenerated_new/15/H/case-100254_NC_NONE.png,271.0,55.6445,269.473,545.5,274.3555,330.0,case-100254,upper
195,regenerated_new/16/H/case-100254_NC_NONE.png,271.0,-35.3555,269.473,545.5,365.3555,330.0,case-100254,upper
196,regenerated_new/17/H/case-100254_NC_NONE.png,264.0,124.645,269.473,538.5,205.35501,330.0,case-100254,upper
197,regenerated_new/1/H/case-100065_NF.png,-293.5,-23.502,208.229,60.5,278.502,255.0,case-100065,upper
198,regenerated_new/2/H/case-100065_NF.png,-45.5,-156.502,208.229,308.5,411.502,255.0,case-100065,upper
199,regenerated_new/3/H/case-100065_NF.png,-73.5,146.498,208.229,280.5,108.502,255.0,case-100065,upper
200,regenerated_new/4/H/case-100065_NF.png,-29.5,-130.502,208.229,324.5,385.502,255.0,case-100065,upper
201,regenerated_new/5/H/case-100065_NF.png,-46.5,110.498,208.229,307.5,144.502,255.0,case-100065,upper
202,regenerated_new/16/H/case-100065_NF_NONE.png,-68.5,-17.502,208.229,285.5,272.502,255.0,case-100065,upper
203,regenerated_new/17/H/case-100065_NF_NONE.png,-16.5,-13.502,208.229,337.5,268.502,255.0,case-100065,upper
204,regenerated_new/14/H/case-100065_NF.png,176.5,2.49805,208.229,530.5,252.50195,255.0,case-100065,upper
205,regenerated_new/15/H/case-100065_NF_NONE.png,350.5,18.498,208.229,704.5,236.502,255.0,case-100065,upper
206,regenerated_new/16/H/case-100065_NF_NONE.png,344.5,-66.502,208.229,698.5,321.502,255.0,case-100065,upper
207,regenerated_new/17/H/case-100065_NF_NONE.png,343.5,98.498,208.229,697.5,156.502,255.0,case-100065,upper
208,regenerated_new/1/H/case-100114_NF.png,-269.0,22.582,243.342,89.5,275.418,298.0,case-100114,upper
209,regenerated_new/2/H/case-100114_NF.png,-70.0,-122.418,243.342,288.5,420.418,298.0,case-100114,upper
210,regenerated_new/3/H/case-100114_NF.png,-46.0,202.582,243.342,312.5,95.418,298.0,case-100114,upper
211,regenerated_new/4/H/case-100114_NF.png,-35.0,-86.418,243.342,323.5,384.418,298.0,case-100114,upper
212,regenerated_new/5/H/case-100114_NF.png,-27.0,149.582,243.342,331.5,148.418,298.0,case-100114,upper
213,regenerated_new/6/H/case-100114_NF.png,-65.0,38.582,243.342,293.5,259.418,298.0,case-100114,upper
214,regenerated_new/7/H/case-100114_NF.png,22.0,34.582,243.342,380.5,263.418,298.0,case-100114,upper
215,regenerated_new/8/H/case-100114_NF.png,208.0,26.582,243.342,566.5,271.418,298.0,case-100114,upper
216,regenerated_new/9/H/case-100114_NF.png,352.0,16.582,243.342,710.5,281.418,298.0,case-100114,upper
217,regenerated_new/10/H/case-100114_NF.png,356.0,-76.418,243.342,714.5,374.418,298.0,case-100114,upper
218,regenerated_new/11/H/case-100114_NF.png,349.0,99.582,243.342,707.5,198.418,298.0,case-100114,upper
219,regenerated_new/1/H/case-100129_NF.png,-223.0,-23.4141,244.975,54.5,323.4141,300.0,case-100129,upper
220,regenerated_new/2/H/case-100129_NF.png,-38.0,-136.414,244.975,239.5,436.414,300.0,case-100129,upper
221,regenerated_new/3/H/case-100129_NF.png,-27.0,152.586,244.975,250.5,147.414,300.0,case-100129,upper
222,regenerated_new/4/H/case-100129_NF.png,15.0,-95.4141,244.975,292.5,395.4141,300.0,case-100129,upper
223,regenerated_new/5/H/case-100129_NF.png,-13.0,120.586,244.975,264.5,179.414,300.0,case-100129,upper
224,regenerated_new/16/H/case-100129_NF_NONE.png,-33.0,0.585938,244.975,244.5,299.41406,300.0,case-100129,upper
225,regenerated_new/17/H/case-100129_NF_NONE.png,50.0,21.5859,244.975,327.5,278.4141,300.0,case-100129,upper
226,regenerated_new/14/H/case-100129_NF.png,169.0,27.5859,244.975,446.5,272.4141,300.0,case-100129,upper
227,regenerated_new/15/H/case-100129_NF_NONE.png,273.0,40.5859,244.975,550.5,259.4141,300.0,case-100129,upper
228,regenerated_new/16/H/case-100129_NF_NONE.png,272.0,-44.4141,244.975,549.5,344.4141,300.0,case-100129,upper
229,regenerated_new/17/H/case-100129_NF_NONE.png,270.0,87.5859,244.975,547.5,212.4141,300.0,case-100129,upper
230,regenerated_new/1/H/case-100139_NF.png,-239.0,-16.4141,244.975,59.5,316.4141,300.0,case-100139,upper
231,regenerated_new/2/H/case-100139_NF.png,-47.0,-164.414,244.975,251.5,464.414,300.0,case-100139,upper
232,regenerated_new/3/H/case-100139_NF.png,-17.0,136.586,244.975,281.5,163.414,300.0,case-100139,upper
233,regenerated_new/4/H/case-100139_NF.png,-22.0,-132.414,244.975,276.5,432.414,300.0,case-100139,upper
234,regenerated_new/5/H/case-100139_NF.png,-26.0,106.586,244.975,272.5,193.414,300.0,case-100139,upper
235,regenerated_new/16/H/case-100139_NF_NONE.png,-50.0,-1.41406,244.975,248.5,301.41406,300.0,case-100139,upper
